,chr,start,end,strand,pvalue,qvalue,meth.diff
1062,NC_047559.1,544387,544389,*,1.13303991674548e-09,1.9301076795169e-06,-25.2747252747253
20819,NC_047559.1,5388594,5388596,*,5.59062563657171e-09,6.584890874662e-06,25.0824249264859
22680,NC_047559.1,5997457,5997459,*,6.64222903625584e-06,0.00119355794171862,-27.1353746978243
23270,NC_047559.1,6067052,6067054,*,9.22224497056444e-13,6.4604692161218e-09,31.0389510134763
23271,NC_047559.1,6067185,6067187,*,4.11076552767776e-12,2.24164715851376e-08,32.2171233309132
23817,NC_047559.1,6381131,6381133,*,1.48758328838491e-05,0.00213685779052465,25.9386973180077
25565,NC_047559.1,6663520,6663522,*,5.7013312015132e-11,1.84177416029249e-07,-35.1495040319703
28240,NC_047559.1,7274258,7274260,*,8.24432956369745e-07,0.000263100874378429,-25.5701754385965
39673,NC_047559.1,9489962,9489964,*,1.02844997347726e-07,5.72644487352174e-05,-26.5922619047619
43046,NC_047559.1,10057923,10057925,*,1.11792155215277e-11,5.02639560372644e-08,-32.9610046265697
49166,NC_047559.1,11486486,11486488,*,4.07162753447264e-09,5.12952786702491e-06,26.028681958501
57959,NC_047559.1,13400277,13400279,*,1.11248884208591e-07,6.06122671879441e-05,-26.9191919191919
65711,NC_047559.1,15506083,15506085,*,4.84176986037441e-07,0.000175540480730534,25.0079744816587
66338,NC_047559.1,15616915,15616917,*,4.31891637997665e-10,9.1278857066128e-07,26.6499791405924
67785,NC_047559.1,16214772,16214774,*,1.32773236082222e-07,6.90220811573511e-05,27.9209023812839
72181,NC_047559.1,17519209,17519211,*,7.05649552366415e-10,1.33589029370702e-06,30.1312741312741
77146,NC_047559.1,18788237,18788239,*,4.08455826291445e-08,2.88840499602555e-05,-25.3237069906161
80090,NC_047559.1,19934304,19934306,*,1.58522471490156e-11,6.63318301738704e-08,-27.3503767704265
82469,NC_047559.1,20546211,20546213,*,5.90329464923933e-08,3.8153519184459e-05,27.0718232044199
95725,NC_047559.1,23852145,23852147,*,4.35454057600823e-11,1.48087472493193e-07,-30.9847385319083
95735,NC_047559.1,23855033,23855035,*,5.70856699661224e-08,3.7268434029127e-05,-27.6144274922234
95773,NC_047559.1,23863995,23863997,*,2.29669020464456e-11,8.83217870769906e-08,-28.5464709993012
96231,NC_047559.1,23963237,23963239,*,1.06837591152704e-07,5.89124267129493e-05,29.8795840175151
96902,NC_047559.1,24080915,24080917,*,1.15812739263309e-07,6.23040950164451e-05,-25.0813008130081
96903,NC_047559.1,24080948,24080950,*,8.24207108600785e-11,2.46263865016648e-07,-27.7762392689006
97421,NC_047559.1,24203500,24203502,*,7.55176010093103e-07,0.000246449921028647,26.3413742690058
99125,NC_047559.1,24583416,24583418,*,6.40256786811618e-09,7.281954046179e-06,26.0648954703833
100314,NC_047559.1,24855949,24855951,*,1.07677899930298e-09,1.85283054329822e-06,-30.1075268817204
100622,NC_047559.1,24959440,24959442,*,1.79250585809213e-10,4.54300160686818e-07,33.4327970939284
105412,NC_047559.1,26158086,26158088,*,7.04010806695271e-09,7.81016886604338e-06,-26.3770712046574
118834,NC_047559.1,30379008,30379010,*,6.04955769926489e-07,0.000207618375973034,25.3029022259791
120356,NC_047559.1,30648755,30648757,*,4.39696738941987e-12,2.36326633958514e-08,-32.1653746770026
124587,NC_047559.1,31891071,31891073,*,3.09077319749188e-09,4.14114452726826e-06,-25.2490784623486
124602,NC_047559.1,31894091,31894093,*,3.82082956505798e-08,2.74445019824429e-05,29.6264855687606
124663,NC_047559.1,31911317,31911319,*,6.24577662780674e-10,1.22326836674887e-06,-25.7270408163265
124736,NC_047559.1,31933501,31933503,*,8.05309528916825e-08,4.78179499107514e-05,-25.697307785593
137914,NC_047559.1,35395585,35395587,*,3.79215190958698e-10,8.18097937003082e-07,28.2778218345229
138860,NC_047559.1,35556352,35556354,*,8.53860560759814e-07,0.000269548716470133,28.4993639513971
139134,NC_047559.1,35581826,35581828,*,1.52978231195011e-11,6.42996031786159e-08,-28.2419687592101
139153,NC_047559.1,35584754,35584756,*,2.18417027069679e-09,3.20919979988333e-06,27.0470782194541
139166,NC_047559.1,35593508,35593510,*,3.19337344344539e-06,0.000700602317407985,26.8055756175069
139338,NC_047559.1,35664718,35664720,*,5.11450747862659e-11,1.67829241154989e-07,26.3552188552189
141983,NC_047559.1,36307965,36307967,*,7.24063022948855e-08,4.40709566101664e-05,-25.5283797545245
143705,NC_047559.1,36689243,36689245,*,2.79686431838817e-09,3.83808166410026e-06,27.1423717295277
148155,NC_047559.1,37688227,37688229,*,7.85182827914795e-11,2.36874206251686e-07,28.9450275751646
154159,NC_047559.1,39305760,39305762,*,1.53865427685736e-08,1.3990892679276e-05,26.5610096118571
154648,NC_047559.1,39398340,39398342,*,4.30743858842597e-07,0.000161562133034382,-26.9613170712072
156360,NC_047559.1,39751870,39751872,*,2.62932371514561e-10,6.18608094530512e-07,26.199494949495
156523,NC_047559.1,39850583,39850585,*,2.20957765265976e-10,5.34648611810431e-07,-27.1852165161968
160655,NC_047559.1,40513306,40513308,*,2.77464297789342e-09,3.81598684806769e-06,-30.1763921649062
162850,NC_047559.1,41010750,41010752,*,1.68777705584848e-07,8.26400144279971e-05,-25.2127659574468
162851,NC_047559.1,41010761,41010763,*,1.3419275171732e-07,6.95473914022281e-05,-27.0250849229161
164182,NC_047559.1,41273193,41273195,*,4.95833162768167e-06,0.000965052302415897,-26
167305,NC_047559.1,41920528,41920530,*,3.85105039920384e-12,2.11233838937802e-08,35.4679802955665
168328,NC_047559.1,42392662,42392664,*,5.22359891377024e-12,2.74583529021345e-08,31.9784850837307
168329,NC_047559.1,42392685,42392687,*,5.09744200497185e-09,6.1314129756121e-06,-27.3248792270531
168473,NC_047559.1,42447430,42447432,*,5.74232844555592e-08,3.74365784958981e-05,33.4728533843578
168562,NC_047559.1,42456628,42456630,*,1.15380793119641e-12,7.79098591965084e-09,-27.686055961918
168731,NC_047559.1,42504442,42504444,*,4.3033830413459e-11,1.47419872060276e-07,27.4532663849181
175012,NC_047559.1,43862055,43862057,*,1.45056234952363e-11,6.16626795310679e-08,-30.9354994148826
175016,NC_047559.1,43862228,43862230,*,2.53260671528249e-08,2.00721743051757e-05,-27.4914350970689
175102,NC_047559.1,43873125,43873127,*,6.89103439030711e-12,3.47415488491553e-08,-25.0808015513898
176635,NC_047559.1,44017991,44017993,*,1.29153444363858e-07,6.76161762463122e-05,-27.3833572662886
183727,NC_047559.1,46002252,46002254,*,8.66708407169735e-10,1.57848781695457e-06,32.8156703605432
183927,NC_047559.1,46038428,46038430,*,1.82116360113881e-05,0.0024680025675436,-26.1146496815287
186149,NC_047559.1,46757528,46757530,*,9.46804919257135e-12,4.3358565660529e-08,27.7397260273973
186225,NC_047559.1,46783365,46783367,*,9.18649654911353e-08,5.27073261251964e-05,-25.5427841634738
187483,NC_047559.1,46928428,46928430,*,1.29165031740214e-07,6.76161762463122e-05,26.0481512037801
189703,NC_047559.1,47317218,47317220,*,8.64429999679625e-12,4.09327952829755e-08,-26.6417910447761
191755,NC_047559.1,47883583,47883585,*,1.34365351237401e-09,2.21037263690681e-06,-30.3989197757361
191814,NC_047559.1,47891163,47891165,*,2.44406383942512e-07,0.00010835318675124,26.788311934729
191832,NC_047559.1,47895401,47895403,*,8.34956386299423e-14,8.72467842056752e-10,27.1959633405417
194920,NC_047559.1,48663002,48663004,*,6.06336137224675e-11,1.93863591942955e-07,27.2183720614214
194967,NC_047559.1,48677320,48677322,*,4.27903183744273e-15,6.45449845554908e-11,33.2807269249163
196331,NC_047559.1,49423943,49423945,*,3.50548689016292e-10,7.72288069176304e-07,26.3425925925926
196449,NC_047559.1,49482149,49482151,*,3.06575418111055e-13,2.55992934910268e-09,-28.5173190650521
196492,NC_047559.1,49488628,49488630,*,1.2563567416679e-05,0.00188641907253436,-25.5559422980237
197521,NC_047559.1,49717897,49717899,*,1.69759796627279e-07,8.29471723768313e-05,26.75
203721,NC_047559.1,50592530,50592532,*,8.20405607219116e-08,4.84834565077319e-05,-25.4831827309237
203996,NC_047559.1,50644452,50644454,*,1.03191079840501e-09,1.79506716157859e-06,-26.3161858853657
205179,NC_047559.1,50896256,50896258,*,1.65122081463146e-08,1.46730545366247e-05,-25.377255506325
205475,NC_047559.1,51087102,51087104,*,7.42380188940486e-09,8.07772689493953e-06,28.717684740334
205572,NC_047559.1,51120991,51120993,*,5.65345403623026e-18,1.62681878112716e-13,33.0973986690865
