,chr,start,end,strand,pvalue,qvalue,meth.diff
1062,NC_047559.1,544387,544389,*,1.04781500807786e-09,1.79065960919131e-06,-25.2747252747253
20819,NC_047559.1,5388594,5388596,*,3.22141822351919e-09,4.17847425261012e-06,25.0824249264859
22680,NC_047559.1,5997457,5997459,*,4.46328133109341e-06,0.000872559912282889,-27.1353746978243
23270,NC_047559.1,6067052,6067054,*,1.02749246452272e-35,1.29562510403011e-30,31.0389510134763
23271,NC_047559.1,6067185,6067187,*,6.89395977968734e-30,5.29138855713507e-25,32.2171233309132
23817,NC_047559.1,6381131,6381133,*,9.0716607539693e-06,0.0014553416672923,25.9386973180077
25565,NC_047559.1,6663520,6663522,*,7.29232885190736e-11,2.13909449540683e-07,-35.1495040319703
28240,NC_047559.1,7274258,7274260,*,1.05334860477166e-06,0.000303992163558914,-25.5701754385965
39673,NC_047559.1,9489962,9489964,*,5.61496554275157e-08,3.62292836463154e-05,-26.5922619047619
43046,NC_047559.1,10057923,10057925,*,4.95546262224774e-12,2.3579741493413e-08,-32.9610046265697
49166,NC_047559.1,11486486,11486488,*,1.19424256766233e-08,1.13897678666001e-05,26.028681958501
57959,NC_047559.1,13400277,13400279,*,1.11202261750066e-07,5.95962276075161e-05,-26.9191919191919
65711,NC_047559.1,15506083,15506085,*,4.80722185793089e-07,0.000171742821586367,25.0079744816587
66338,NC_047559.1,15616915,15616917,*,6.25838023780027e-10,1.18797620475876e-06,26.6499791405924
67785,NC_047559.1,16214772,16214774,*,2.11887927251734e-07,9.56906019693063e-05,27.9209023812839
72181,NC_047559.1,17519209,17519211,*,5.48945731361092e-10,1.06375050638482e-06,30.1312741312741
77146,NC_047559.1,18788237,18788239,*,3.16916948202286e-08,2.36093030292653e-05,-25.3237069906161
80090,NC_047559.1,19934304,19934306,*,2.11054985807154e-11,7.92732206282035e-08,-27.3503767704265
82469,NC_047559.1,20546211,20546213,*,1.94197092149215e-07,8.99093093991765e-05,27.0718232044199
95725,NC_047559.1,23852145,23852147,*,5.1183659715394e-11,1.62804759389189e-07,-30.9847385319083
95735,NC_047559.1,23855033,23855035,*,2.40305128533253e-08,1.91262682332223e-05,-27.6144274922234
95773,NC_047559.1,23863995,23863997,*,1.05244694514804e-11,4.41313141873476e-08,-28.5464709993012
96231,NC_047559.1,23963237,23963239,*,4.23165631131788e-07,0.000157038443035492,29.8795840175151
96902,NC_047559.1,24080915,24080917,*,2.73962483559077e-07,0.00011514180540211,-25.0813008130081
96903,NC_047559.1,24080948,24080950,*,2.92659064277758e-10,6.42591054452151e-07,-27.7762392689006
97421,NC_047559.1,24203500,24203502,*,8.65139212215589e-07,0.000262552209500563,26.3413742690058
99125,NC_047559.1,24583416,24583418,*,5.47321500350069e-09,6.37761972816495e-06,26.0648954703833
100314,NC_047559.1,24855949,24855951,*,1.13972299736168e-09,1.91395145793275e-06,-30.1075268817204
100622,NC_047559.1,24959440,24959442,*,1.60567517504002e-10,4.00362303844928e-07,33.4327970939284
105412,NC_047559.1,26158086,26158088,*,3.25531049261402e-10,7.01677031605318e-07,-26.3770712046574
118834,NC_047559.1,30379008,30379010,*,5.38605711873045e-07,0.00018661885087911,25.3029022259791
120356,NC_047559.1,30648755,30648757,*,9.42967387019173e-12,4.03065257588034e-08,-32.1653746770026
124587,NC_047559.1,31891071,31891073,*,3.17817382453769e-09,4.14504388272235e-06,-25.2490784623486
124602,NC_047559.1,31894091,31894093,*,2.47841689392717e-08,1.95236605749243e-05,29.6264855687606
124663,NC_047559.1,31911317,31911319,*,5.87461592194763e-09,6.73859883686968e-06,-25.7270408163265
124736,NC_047559.1,31933501,31933503,*,4.74849483439397e-08,3.18734420437131e-05,-25.697307785593
137914,NC_047559.1,35395585,35395587,*,6.90749404372531e-10,1.27964907229007e-06,28.2778218345229
138860,NC_047559.1,35556352,35556354,*,6.11861911073022e-07,0.000204313185123351,28.4993639513971
139134,NC_047559.1,35581826,35581828,*,5.36940441959638e-11,1.6839637072762e-07,-28.2419687592101
139153,NC_047559.1,35584754,35584756,*,2.72051576760364e-09,3.70497576138161e-06,27.0470782194541
139166,NC_047559.1,35593508,35593510,*,8.64945266784482e-07,0.00026253848396419,26.8055756175069
