,chr,start,end,strand,pvalue,qvalue,meth.diff
7858,NC_047559.1,3153048,3153050,*,3.57197354989107e-11,7.1525135183359e-08,-33.6507936507937
23270,NC_047559.1,6067052,6067054,*,7.23871884911798e-14,3.5550398863577e-10,-32.511655011655
23271,NC_047559.1,6067185,6067187,*,2.20306813282741e-12,6.89680550834355e-09,-34.1806962681334
36212,NC_047559.1,8865284,8865286,*,2.10771696395966e-09,1.99974351173681e-06,-25.6617647058824
36213,NC_047559.1,8865631,8865633,*,6.98156101168597e-08,3.14412031188611e-05,-26.8458168607757
38797,NC_047559.1,9321400,9321402,*,3.31012373015032e-12,9.73219684021332e-09,26.2426186822895
38799,NC_047559.1,9321411,9321413,*,1.72493250230339e-15,1.37569644008101e-11,28.8133413358484
43481,NC_047559.1,10231773,10231775,*,1.76919452185914e-07,6.4841575148499e-05,29.1139240506329
47452,NC_047559.1,11100767,11100769,*,6.79604537122174e-12,1.78132285998116e-08,25.8128365886987
53588,NC_047559.1,12380480,12380482,*,1.78038720456937e-07,6.51494349897088e-05,25.2184041933605
55426,NC_047559.1,12798391,12798393,*,5.40101903567857e-07,0.000151009153298364,28.0228758169935
59987,NC_047559.1,14241534,14241536,*,6.58718778659521e-10,7.85345770058319e-07,-32.1587301587302
60993,NC_047559.1,14482957,14482959,*,4.30210101084894e-20,7.94923973447044e-16,-43.2719139418468
61409,NC_047559.1,14619339,14619341,*,3.20120949128111e-12,9.45286341771003e-09,-26.9040311799816
63771,NC_047559.1,15055381,15055383,*,3.88250481475152e-07,0.000117490951211547,-25.9878984551939
66474,NC_047559.1,15663713,15663715,*,1.08683017926424e-09,1.17581488943214e-06,25.6410256410256
66523,NC_047559.1,15677796,15677798,*,7.41716751643948e-09,5.41132867234389e-06,25.582880868732
67753,NC_047559.1,16204064,16204066,*,1.62474832929643e-05,0.00194998541654491,-25.9398115310568
69398,NC_047559.1,16916954,16916956,*,3.91406594787062e-06,0.000673045928062713,-26.6059757236228
77641,NC_047559.1,19002688,19002690,*,5.66917744515525e-10,6.97430338057059e-07,-30.9435392194013
