Module	Section	Sample Name	Source
Bismark	m_bias	zr3644_4_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_4_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_17_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_17_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_7_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_7_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_23_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_23_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_13_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_13_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_20_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_20_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_11_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_11_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_5_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_5_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_1_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_1_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_6_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_6_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_21_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_21_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_19_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_19_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_3_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_3_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_16_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_16_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_2_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_2_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_15_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_15_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_9_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_9_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_22_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_22_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_24_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_24_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_12_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_12_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_10_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_10_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_18_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_18_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_14_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_14_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	zr3644_8_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_8_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	methylation_extraction	zr3644_4_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_4_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_17_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_17_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_7_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_7_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_23_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_23_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_13_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_13_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_20_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_20_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_11_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_11_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_5_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_5_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_1_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_1_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_6_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_6_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_21_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_21_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_19_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_19_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_3_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_3_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_16_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_16_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	zr3644_2_R1_val_1_val_1_val_1	/Volumes/web/spartina/project-oyster-oa/Haws/bismark/zr3644_2_R1_val_1_val_1_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
