444.4519,456.4574
450.4546,462.4601
456.4574,468.4628
462.4601,474.4656
468.4628,480.4683
474.4656,486.471
480.4683,492.4737
486.471,498.4765
492.4737,504.4792
498.4765,510.4819
504.4792,516.4847
510.4819,522.4874
516.4847,528.4901
522.4874,534.4928
528.4901,540.4956
534.4928,546.4983
540.4956,552.501
546.4983,558.5038
552.501,564.5065
558.5038,570.5092
564.5065,576.5119
570.5092,582.5147
576.5119,588.5174
582.5147,594.5201
588.5174,600.5229
594.5201,606.5256
600.5229,612.5283
606.5256,618.531
612.5283,624.5338
618.531,630.5365
624.5338,636.5392
630.5365,642.5419
636.5392,648.5447
642.5419,654.5474
648.5447,660.5501
654.5474,666.5529
660.5501,672.5556
666.5529,678.5583
672.5556,684.561
678.5583,690.5638
684.561,696.5665
690.5638,702.5692
696.5665,708.572
702.5692,714.5747
708.572,720.5774
714.5747,726.5801
720.5774,732.5829
726.5801,738.5856
732.5829,744.5883
738.5856,750.5911
744.5883,756.5938
750.5911,762.5965
756.5938,768.5992
762.5965,774.602
768.5992,780.6047
774.602,786.6074
780.6047,792.6102
786.6074,798.6129
792.6102,804.6156
798.6129,810.6183
804.6156,816.6211
810.6183,822.6238
816.6211,828.6265
822.6238,834.6293
828.6265,840.632
834.6293,846.6347
840.632,852.6374
846.6347,858.6402
852.6374,864.6429
858.6402,870.6456
864.6429,876.6484
870.6456,882.6511
876.6484,888.6538
882.6511,894.6565
888.6538,900.6593
894.6565,906.662
900.6593,912.6647
906.662,918.6675
912.6647,924.6702
918.6675,930.6729
924.6702,936.6756
930.6729,942.6784
936.6756,948.6811
942.6784,954.6838
948.6811,960.6866
954.6838,966.6893
